articleID,snippet,topic
5a9a723f410cf7000162ef1d,Can anything be done if the city plants a tree in the sidewalk in front of your house?,Art
5a9a729047de81a9012099cc,"Nakesha Williams resisted help from social workers, friends and acquaintances, some who only knew her as a homeless woman, and others who knew of her past.",Elections
5a9aacc747de81a901209a2d,"Until now, Trump’s economic ignorance hasn’t mattered much. But that may be changing.",Culture/Education
5a9ad49b47de81a901209a7f,Is that — Emily Cox and Henry Rathvon? Or are those two golden statues?,International
5a9ae197410cf7000162ef56,Tariffs would help steel and aluminum makers that President Trump championed. But manufacturers using their products may be in for harder times.,Art
5a9aefb547de81a901209ac8,"Big victims: real estate, farmers, and anyone with a lot of leverage.",Elections
5a9af6de47de81a901209ad7,The new owner of the Trump International Hotel in Panama City wants the Trump brand gone. The president’s family business refuses. The standoff has not been pretty.,Elections
5a9af7c7410cf7000162ef5b,Give kids the franchise — but let their parents exercise it.,International
5a9af7c9410cf7000162ef5c,"In the wake of Harvey Weinstein, will Hollywood let women into the boys’ club, or is it all wishful thinking?",Leisure
5a9af7d1410cf7000162ef5e,The Oscars arrive amid #MeToo enlightenment. The movies have a murkier history.,Leisure
5a9af7d447de81a901209adc,We can’t fight technology the way we fought Big Tobacco.,Social Issues
5a9af7d247de81a901209ada,"Anti-Trump anger is an unexploded bomb, its volatility contained by anticipation of a huge Democratic wave in November. What if there isn’t one?",Culture/Education
5a9af80b47de81a901209ae4,We need a vision that can stand proudly in competition with that of Steve Bannon and Vladimir Putin.,Culture/Education
5a9affa347de81a901209aed,We deserve films that don’t teach us to hate ourselves.,Culture/Education
5a9b290647de81a901209b3c,Byron Walden sees your phrase and raises it by one.,Entertainment
5a9b3cdd47de81a901209b66,Educators go on strike in a state where leaders have neglected their constituents.,Gun Crimes
5a9b45aa410cf7000162ef81,"My assignment, in advance of the March 4 elections, was to portray the lack of services for working mothers. And here I was scrambling for child care.",NYC
5a9bc3ca410cf7000162efac,Requirements for the elite EB-1 visa leave far more room for interpretation than its reputation and nickname suggest.,Gun Crimes
5a9bc3d347de81a901209c45,Primary elections in Texas on Tuesday and Illinois this month will test the growing divide in the Democratic Party between bold liberalism and tradition.,Elections
5a9bc3e047de81a901209c46,A couple’s yearlong home renovation on Isle au Haut in Maine was undone in moments by bolts from the sky.,Social Media
5a9bc3e347de81a901209c48,Recent residential sales in New York City and the region.,Politics
5a9be568410cf7000162efbb,"The Briton ran a mile in 3:59.4, becoming the first man ever to do so, breaking through a mystical barrier and creating a seminal moment in sports history.",International
5a9c240f47de81a901209d25,Mayor Bill de Blasio pressed for more spending on housing plan last year even as officials saw headwinds after the election of President Trump.,International
5a9c45ce410cf7000162efef,School resource officers like the one under scrutiny following the Florida shooting are expected to act as counselors and instructors as well as the first line of defense.,International
5a9c469a47de81a901209d6f,"In this thriller by Lars Kepler, the pen name of a husband-and-wife team, a man returns home after 13 years missing and offers clues to a serial killer’s crimes.",Leisure
5a9c506a410cf7000162eff6,"Guillermo del Toro won best director, Frances McDormand won best actress and Gary Oldman won best actor for “Darkest Hour.”",Politics
5a9c527347de81a901209d8d,The president’s praise of Xi Jinping’s authoritarian rule goes against basic American principles.,Elections
5a9c52ea410cf7000162eff8,Germans like to think we’re saving the liberal world order. But we’re also happy to let others do the real work.,International
5a9c5a6e47de81a901209da8,"His support for the end of presidential term limits may have been made in jest, but it found an appreciative audience among supporters of the Chinese president’s move to abolish term limits.",Art
5a9c5e7a410cf7000162f000,"In a bid to curb sexual harassment, one city is reserving seats and space for female passengers. The problem: Men are claiming them.",Entertainment
5a9c6158410cf7000162f002,"Gina Kolata, a Times science reporter, admitted she can’t bear to look at what bullets do to bodies. Then she was asked to write a story about it.",Gun Crimes
5a9c6a86410cf7000162f005,The delay reflects President Trump’s largely passive response to the interference and doubts by Secretary of State Rex W. Tillerson in his department’s ability to spend its money wisely.,Culture/Education
5a9c6b7f47de81a901209dc9,"About a dozen venture capitalists recently took a bus tour through the Midwest, and a funny thing happened: They caught the heartland bug.",Culture/Education
5a9c70a347de81a901209ddd,"Ms. Conway, one of the few remaining top aides from the campaign, has dialed back news media appearances and made other adjustments to survive in a chaotic administration.",Elections
5a9c767847de81a901209ded,"With President Trump abandoning leadership of the global order and Mr. Xi challenging it, Europe sees an increased risk to its livelihood and its values.",Culture/Education
5a9c769847de81a901209def,Top White House aides indicated some companies could be exempt from a plan to impose aluminum and steel tariffs even as they left room for the president to change his plans.,Art
5a9c7a7847de81a901209e07,Getting reacquainted on the uptown A.,Culture/Education
5a9c7a7947de81a901209e09,Lynn Lempel dresses us for the occasion.,Entertainment
5a9c7b4947de81a901209e0e,I never wanted the responsibility of shaping young minds. Now it’s keeping me up at night.,Elections
5a9c8fb3410cf7000162f01a,"While still fighting to improve their own situation, members of the women’s national team have become sounding boards and guides for others with similar goals.",International
5a9c954347de81a901209ea8,Artificial intelligence video tools make it relatively easy to put one person’s face on another person’s body with few traces of manipulation. I tried it on myself. What could go wrong? ,Culture/Education
5a9c956947de81a901209ea9,"San Francisco's middle class, including teachers, copywriters and others, are engaging in an unusual experiment in communal living. Starcity, a new developer, is creating dorm rooms expressly for them.",Politics
5a9c988247de81a901209ede,"A provision in a Senate bill aimed at easing Dodd-Frank’s restrictions on smaller banks could pave the way for rollbacks for big banks, critics say.",International
5a9c9ef7410cf7000162f01f,"Motor vehicle crashes kill more young people than shootings, and the issue is less affected by politics.",Social Media
5a9ca2df410cf7000162f021,The president’s reality always seems to return to delusional narcissism.,Social Media
5a9ca2ec47de81a901209f48,"There was no outright winner, but the likely result will be a government in Italy that is significantly less invested in a united Europe.",Elections
5a9cb2bc47de81a901209ff9,"As usual, Greg puts the episode’s big idea into words: “Maybe grand gestures are the best we can offer in a dying civilization.”",International
5a9cb42347de81a90120a011,This week’s episode took place almost entirely on a vast ocean of garbage — an appropriate symbol in many respects.,International
5a9d56d947de81a90120a42c,You’ve been avoiding it long enough.,International
5a9d56e347de81a90120a44a,"Mr. Carson has been whipsawed by a job he has found puzzling, with his goals undermined by his indecisiveness, his staffing mistakes and a president indifferent to his department’s mission.",Social Issues
5a9d5611410cf7000162f03f,"Ralph Gibson self-published his own photo books decades ago. Now, those books — filled with dreamlike sequences — have been released in a single volume.",Elections
5a9d563147de81a90120a1a6,"New evidence suggests a shift, possibly because of “a subtle fear of boys and the trouble they might bring.”",International
5a9d563647de81a90120a1b4,"Before Dr. Lawrence G. Nassar was imprisoned for abusing gymnasts, a local prosecutor’s office opted not to pursue charges. The prosecutor had his own troubles.",Elections
5a9d563447de81a90120a1ae,It’s the No. 2 killer among illicit drugs in the U.S. and kills more African-Americans than heroin does. ,Culture/Education
5a9d563547de81a90120a1b1,"Can a cruise skeptic enjoy four days on the high seas with his family, Mickey and a bunch of princesses? ",Leisure
5a9d563747de81a90120a1b7,President Trump has responded to Russia’s ramped-up nuclear arsenal and cyberweapons with a mix of Cold War-era approaches and virtual silence.,Culture/Education
5a9d563947de81a90120a1c0,"A group of friends shares more than similar interests: They also pass along an affordable apartment in Astoria, Queens, to one another.",Culture/Education
5a9d564b47de81a90120a1fc,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.",Leisure
5a9d565e47de81a90120a23c,"They’re not the end of the world, and may even do some good.",Culture/Education
5a9d565d47de81a90120a23b,The image of unshakable peacefulness and tolerance is a Western stereotype that defies history and simplifies human nature.,Culture/Education
5a9d565f47de81a90120a241,It’s not about a funding crisis — it’s about turning retirement savers into passive investors.,Art
5a9d567247de81a90120a28f,"Monday: Positive stories from the underground, celebrating Alice Coltrane, and the Bunion Derby.",Leisure
5a9d567147de81a90120a28a,A new study suggests that exposure to bright light before bedtime can throw children’s body clocks out of whack.,Elections
5a9d567547de81a90120a293,"I read nutrition labels before I buy anything in a package, I practice portion control, and I exercise and weigh myself every day.",Politics
5a9d569747de81a90120a314,"“I feel broken, I feel defeated. Right now on my mind, it’s not going to be fine.” Six students at Stoneman Douglas High School in Parkland, Fla., spoke to a Times reporter.",Leisure
5a9d56c6410cf7000162f063,Do you think the most deserving nominees won Oscars?,Entertainment
5a9d570f410cf7000162f073,"Monday: “The Shape of Water” wins best picture, avalanches slam California resorts, and that other award show you might have missed.",International
5a9d5968410cf7000162f07b,"In Italy’s first national vote in five years, much of the country’s political landscape was overturned. Here’s why.",Gun Crimes
5a9d6284410cf7000162f088,A look at one of the most revealed entries from the past week of crosswords.,Politics
5a9d6b7247de81a90120a5ce,"With an outbreak in its second year, officials are trying to vaccinate 23 million people against the virus. The government was slow to act, critics say.",International
5a9d72fb410cf7000162f090,"The president tweeted on Monday that tariffs of steel and aluminum could be removed from Canada and Mexico if a fair Nafta is signed, while Paul D. Ryan bashed the tariffs.",NYC
5a9d77a847de81a90120a631,"The public television show, a fixture for generations of children, made its national debut in 1968. PBS will celebrate the anniversary with a special.",Culture/Education
5a9d7ca447de81a90120a64e,"The city, an emblem of a bilingual, multicultural Canada, nevertheless remains buffeted by the cultural battles of the past.",Gun Crimes
5a9d7f6647de81a90120a661,Our critics chose 15 remarkable books by women that are shaping the way we read and write fiction in the 21st century.,International
5a9d81b5410cf7000162f0a3,"The island nation’s geothermal heat is often used to bake bread, but our writer wondered if it could fire a whole meal — then set out to do that.",Culture/Education
5a9d83da47de81a90120a677,Time runs in circles in Mr. Kelly’s autobiographical memory play at La MaMa.,Social Issues
5a9d866b47de81a90120a68d,"Satellite images and a drone discovered about 1.5 million Adélie penguins living in the Danger Islands, one of two species whose habitats require ice.",International
5a9d8eae47de81a90120a6d6,Divorced parents in Pittsburgh are in a legal dispute over whether their 17-year-old son should be allowed to play football.,Social Media
5a9d90ca47de81a90120a6da,"There are far too few psychiatric beds in the United States, researchers say. But debate rages over what to do with those who require long-term care.",Leisure
5a9d93ba47de81a90120a6e3,"In patients with coronary heart disease, exercise lowered the risk of dying, while weight loss did not.",Entertainment
5a9d95e647de81a90120a6ed,"Hosting Prime Minister Benjamin Netanyahu of Israel, the president said he still had “a good chance” of forging peace, but a deal seems further away than ever.",Culture/Education
5a9d970f47de81a90120a6f9,"A South American hummingbird’s noise is well above the normal hearing range of most birds, perhaps to stand out amid the din of other species in its habitat.",Leisure
5a9d9a9747de81a90120a711,"In his second attempt to replace Carmen Fariña, the mayor selected Richard A. Carranza, the Houston schools superintendent, who accepted at City Hall.",Elections
5a9da2c9410cf7000162f0b7,The appropriation of a feminist theme for selling whiskey to women is nothing if not ironic.,Politics
5a9dab5f47de81a90120a7ae,"Mr. Nunberg set cable news and social media alight after he said he was subpoenaed to go before a grand jury, but was unlikely to appear or provide documents he was ordered to hand over.",NYC
5a9db26347de81a90120a7cc,The Ohio federal judge overseeing hundreds of opioid lawsuits wants a swift settlement with solutions. But first he must tame skeptical legal lions.,Social Issues
5a9dc9d547de81a90120a928,The president has changed his mind about offering federal support for a critical underwater project between New York and New Jersey.,Culture/Education
5a9dcbfd47de81a90120a93b,At the right register at the right time.,Leisure
5a9dcc0847de81a90120a93d,Why you should worry when Trump talks tough and stupid on trade.,Culture/Education
5a9ddfcd47de81a90120a999,A senior editor on The Times’s interactive news desk explains why crunching the returns feels a little like a competitive rocket launch.,International
5a9dead647de81a90120a9cb,There won’t be a snap back to the democracy we knew before.,Social Issues
5a9ded3d410cf7000162f0ec,Richard A. Carranza grew up in Arizona and worked his way through college as a musician. He described himself as “a mariachi masquerading as a superintendent.”,Elections
5a9dee8d47de81a90120a9dd,"Investment firms like Larry Fink’s BlackRock have preached social responsibility. With guns, they can use their influence to achieve it.",International
5a9df2d7410cf7000162f0f2,"All over the United States, women are leading citizen rebellions.",International
5a9df339410cf7000162f0f3,"Republicans intensified pressure on President Trump to relent on his steel and aluminum tariffs, while the president indicated he might provide exemptions for certain countries.",Elections
5a9e00d2410cf7000162f0f9,"The characters in Martyna Majok’s new play come from Poland, Afghanistan, Honduras and elsewhere. Illegal or not, they’re New Yorkers now.",Social Issues
5a9e043e47de81a90120aa27,"Written by the screenwriter, director and novelist John Sayles, this week’s episode swapped action for oratory punch.",Leisure
5a9e0441410cf7000162f0fc,Bruce Greig makes his New York Times Crossword debut.,Social Media
5a9e0db0410cf7000162f0fe,"Italians opt for illiberal chaos, splitting Europe further.",Culture/Education
5a9e3cf347de81a90120aad2,Could your pet be a social media star?,Politics
5a9e439a47de81a90120aae4,Researchers have identified 18 previously unknown species of Pelican spiders in Madagascar.,International
5a9e4b41410cf7000162f12d,Has Starcity invented a housing idea that you think your generation might both need and embrace? Why or why not?,International
5a9e4d4a47de81a90120aafe,"The Oscars, a former Trump aide and tariffs were on the minds of late-night comedy hosts as they began the week.",Politics
5a9e598a47de81a90120ab23,What common elements are thought to make up national identity? What evidence is there that this idea is made up?,Culture/Education
5a9e66d547de81a90120ab46,Detective stories from around the world.,Culture/Education
5a9e670847de81a90120ab4c,"Bryant Neal Vinas, a convicted terrorist, thought he would be rewarded for telling the F.B.I. everything he knew. Instead, he is living unprotected in New York.",Leisure
5a9e671947de81a90120ab4e,"Did our 52 Places Traveler love Disney Springs, Fla.? No. But she did love that other people love it.",International
5a9e671d410cf7000162f143,"More than a year after his death, the poet, novelist and singer-songwriter is experiencing a cultural resurgence in the city of his birth.",Gun Crimes
5a9e6725410cf7000162f144,"For more than a century, major teacher strikes like the one in West Virginia have come as educators have been asked to shoulder society’s biggest challenges and ills.",Entertainment
5a9e6731410cf7000162f145,To paint or not to paint? Experts offer advice on how to deal with an exposed brick wall that doesn’t have a nice patina.,International
5a9e6734410cf7000162f146,A new documentary from Peter Schweizer — the man who gave the world “Clinton Cash” — signals a revised strategy for conservatives in the culture wars.,Leisure
5a9e674247de81a90120ab54,"Meet the roller derby athletes who are “reclaiming” their space, promoting female empowerment and standing up for indigenous people.",International
5a9e715547de81a90120ab6f,"In calling for more troops, the general wasn’t guilty of hubris. He was guilty of naïveté.",Leisure
5a9e715347de81a90120ab6e,The lack of political leadership explains why the teachers’ strike drags on.,International
5a9e74e647de81a90120ab7d,"Rolls-Royce and Bentley, the cars of royalty and deep wealth, will be bringing several of their models to the show and will unveil a few surprises.",Politics
5a9e74e847de81a90120ab7f,"Tuesday: More winter weather, Feminist Film Week, and a love triangle among hawks.",International
5a9e7534410cf7000162f158,"Alternative therapies can pose risks, so it’s important to discuss them with your pediatrician.",International
5a9e7b9847de81a90120abaa,The North told South Korean envoys it is willing to negotiate with the United States on abandoning its nuclear weapons. President Trump welcomed what he called “possible progress.”,Culture/Education
5a9e82cb47de81a90120abd6,"In early voting for Tuesday’s primary in Texas, Democratic voters have far outnumbered Republicans, a sign of a partisan gap in enthusiasm.",Social Media
5a9e9f9c47de81a90120ac5d,"Tuesday: Students get a history lesson as they prepare their own protests, a committee that could kill the Qualcomm takeover bid, and a Museum of Selfies.",Gun Crimes
5a9eab0c47de81a90120aca1,The move by the Committee on Foreign Investment in the United States complicates an already contentious deal.,Art
5a9ebd6f47de81a90120ad1b,"We’re able to locate sound because our brains grasp the shape of our ears. When that shape changes, we need time and practice to adapt.",Social Media
5a9ebea6410cf7000162f1ad,A Chinese restaurant famous for Peking duck has lost some of its quack on the way to New York.,Culture/Education
5a9ec95547de81a90120ad73,"The Edit, a New York Times newsletter, at first sought to find five contributors. Now we’ll bring on even more. Here’s an update on the process.",Culture/Education
5a9ecc2e410cf7000162f1c1,"The cuisine of India’s best-known chef, Sanjeev Kapoor, is being brought to California by a couple with no culinary experience but plenty of passion.",Elections
5a9ed46c47de81a90120adc9,"Three jurors in the trial of Joseph Percoco asked to be dismissed, citing “fundamental differences.” The judge sent them back to the jury room.",Entertainment
5a9edcfc47de81a90120adff,So-called neural networks have greatly advanced artificial intelligence. But understanding how computers make their decisions can be difficult.,Culture/Education
5a9eede147de81a90120ae67,People who monitor their own blood pressure tended to get better control than those who relied on their doctor.,Leisure
5a9ef25247de81a90120ae79,It seems President Moon Jae-in of South Korea got what Washington has asked for: an agreement to consider eliminating nuclear weapons.,Culture/Education
5a9ef48e47de81a90120ae89,"When he died, Byron Levy left behind a vast inheritance — of drawings.",Leisure
5a9ef87747de81a90120aea3,"The company said the employee, who was fired, acted alone and that the restaurants would be reimbursed for the fraudulent no-shows.",Entertainment
5a9f014347de81a90120aedf,"For decades he insisted that he was the illegitimate (and look-alike) son of George Gershwin, and despite the skeptics, he made a career out of that claim.",Elections
5a9f161e410cf7000162f205,Mr. Cohn had made clear his opposition to the steel and aluminum tariffs that Mr. Trump plans to impose. It’s the latest departure from a White House in chaos.,Culture/Education
5a9f1ce647de81a90120af6f,The genetic testing service 23andMe is now authorized to report the mutations to its customers.,International
5a9f1d79410cf7000162f20f,"First-grade Christmas wreaths, crafted 34 years apart.",International
5a9f234147de81a90120af9c,"The absence of charges in the deaths of the children inflamed tensions between traffic advocates and the police, with the mayor in the middle.",Art
5a9f296447de81a90120afb5,"The special counsel has asked about the role of the adviser, George Nader, in a January 2017 meeting in the Seychelles involving a Russian investor and a Trump transition adviser.",NYC
5a9f296d47de81a90120afb7,"The president’s claims about enormous trade deficits, tariffs and the World Trade Organization are overstated and contradicted by his own economic report.",Elections
5a9f2a6647de81a90120afc1,Our insistence on ascribing characteristics to entire generations is silly and can actually be harmful.,Social Issues
5a9f2da247de81a90120afd1,The conflict over access to emerging technologies has become painfully clear with the attempt at a hostile takeover of the American chip maker Qualcomm.,Culture/Education
5a9f2e1047de81a90120afd6,Short periods of involuntary confinement won’t stop school shooters or help people like my child.,Culture/Education
5a9f2f4e47de81a90120afdf,"After viewing the images, one of the jurors asked to be dismissed, saying he did not believe he could be fair and impartial. The judge excused him.",Culture/Education
5a9f31ba47de81a90120aff8,Gary D. Cohn in effect served as a proxy for the business wing of the Republican Party as it fought what may be a losing battle against new tariffs on steel and aluminum imports.,Culture/Education
5a9f35d347de81a90120b012,North Korea’s offer to put its nuclear weapons on the bargaining table opens the door to negotiations of unpredictable length and inevitable complexity.,International
5a9f398c410cf7000162f224,Imagine if prisoners sat in classrooms learning about climate science or poetry — just like college students. Or even with them.,Leisure
5a9f3a74410cf7000162f225,Crown Prince Mohammed bin Salman has a huge upside — and downside. Get to work on the upside.,NYC
5a9f3bfd47de81a90120b047,South Korea says the North is open to negotiations with the United States over its nuclear program but wants military threats eliminated and its security guaranteed.,Elections
5a9f420d47de81a90120b063,Cranks and nationalists are ascendant in the White House.,International
5a9f47b647de81a90120b07e,"Three state laws make it impossible for federal immigration officials to deport criminals born outside the United States, the Justice Department said in a lawsuit.",Social Media
5a9f556e410cf7000162f231,"A lawsuit by the pornographic-film actress claims that Mr. Trump purposely did not sign the agreement so he could later disavow any knowledge of it, if necessary.",International
5a9f55be47de81a90120b0cb,"The return of the J.A.S.A. crossword constructing class, ably assisted by Natan Last and Andy Kravis.",International
5a9f76de410cf7000162f242,"“Annie Hall” had been one of my favorite movies, but I was more drawn by the generational drama playing out among the new film’s principals.",Gun Crimes
5a9f86f647de81a90120b142,"Even as Democrats in the state’s population centers came out in large numbers, Republicans still cast more ballots over all thanks to their rural strength.",International
5a9f9c0c47de81a90120b179,How interested are you in your ancestry?,Culture/Education
5a9fa79c47de81a90120b19c,"Jimmy Kimmel replied to President Trump’s crack about the Oscar ceremony’s low ratings, adding that he felt “The Shape Of Water” mirrored Trump’s own life.",Social Media
5a9faa3647de81a90120b1a6,A new exhibition at the J. Paul Getty Museum in Los Angeles looks at the complex — and sometimes even illicit — history of photography in the United States.,Leisure
5a9fb845410cf7000162f27d,Could brain science support the argument for lowering the voting age in the United States?,International
5a9fb864410cf7000162f281,Our tech columnist tried to skip digital news for a while. His old-school experiment led to three main conclusions.,Entertainment
5a9fb86447de81a90120b1d1,"On guns and now trade, President Trump’s public positions have reminded G.O.P. leaders that they can never be 100 percent certain of what they’re going to get with him.",International
5a9fb86847de81a90120b1d3,The curator Barbara Haskell marks 43 years as a curator that have taken her from Claes Oldenburg in Pasadena to “American Gothic and Other Fables” in New York.,Culture/Education
5a9fb86947de81a90120b1d4,"With “Angels in America” about to reopen on Broadway, the 61-year-old playwright is feeling serene — at least by his own intense standards. Don’t get him started on the president, though.",International
5a9fb86c410cf7000162f282,Federal inmates who are aging or very sick can ask for “compassionate release.” Hundreds have died waiting for an answer.,International
5a9fb870410cf7000162f283,"Crashes clogged roadways and thousands of people lost electricity in parts of Pennsylvania, New York and New Jersey as the second nor’easter in a week hit the region.",International
5a9fb89847de81a90120b1da,"The cookie-cutter houses haven’t changed in decades, but much else in the neighborhood has, including the population’s diversity — and the prices.",International
5a9fc12f410cf7000162f28a,"Wednesday: How the weather will affect your trip home, Cynthia Nixon considers challenging Cuomo, and your favorite snowstorm activities.",NYC
5a9fc2c247de81a90120b208,"All of us, liberal and conservative, will be sorry when they don’t matter anymore.",Gun Crimes
5a9fc2c947de81a90120b209,"When we look in a mirror or share a photo of ourselves, who do we see?",International
5a9fc63c410cf7000162f28f,"As the opioid crisis draws attention to the impact of addiction on families, there may be a path to a new openness to sober parenting.",Elections
5a9fc63d47de81a90120b223,Emitting a high-decibel grunt or squeal while striking a backhand or uncorking a swirling roundhouse kick could give you an edge.,Social Media
5a9fd70e410cf7000162f29e,European Union officials announced the retaliatory moves it would take if the U.S. imposed levies on imported steel and aluminum.,Politics
5a9fe3e347de81a90120b2a4,"Kim Jong-un’s meeting with South Korean envoys was a remarkable shift, just months after he raised fears of nuclear war.",Gun Crimes
5a9ff08747de81a90120b2de,"Myanmar’s civilian leader has failed “to condemn or stop the military’s brutal campaign” against the minority Rohingya population, the museum said.",International
5a9ff0c247de81a90120b2e5,"A country house in West Stockbridge, a ranch-style home in Austin and an old stone carriage house in Philadelphia.",Social Issues
5a9ff15347de81a90120b2f1,"Wednesday: The reservoirs are in good shape, Jeff Sessions teases a sanctuary city announcement, and Democrats put up more House candidates.",Politics
5a9ff7a747de81a90120b317,"The greater Glasgow housing market is very active, with an inventory shortage driving up prices — but not when it comes to castles.",Art
5a9ffb2047de81a90120b32e,"Imposing a surcharge of $20 to $50 per hour to use for-hire vehicles in Manhattan — on top of the current fare — would reduce congestion, a new report says.",International
5a9ffe8a47de81a90120b341,"Balkrishna Doshi, who won this year's Pritzker Prize, asks: “What is the role of an architect today, or are we going to be useful to the society at large?”",Leisure
5aa0024e47de81a90120b36d,"Ian Austen, a correspondent in Canada for The New York Times, chronicles the ups and downs of the country’s high-tech industry.",Leisure
5aa01981410cf7000162f2e7,"With an increase in extreme weather expected in the years to come, forests could be changed permanently as the world continues to warm.",Entertainment
5aa01adc47de81a90120b430,"Presidents have 4,000 federal jobs to fill. Mr. Trump has turned to campaign staff, lobbyists and conservatives, some lacking relevant experience, a ProPublica tally shows.",International
5aa01e30410cf7000162f2ec,"Hoda Katebi is the founder of Joojoo Azad, a politically charged fashion blog that challenges stereotypes of hijab-wearing Muslim women.",Elections
5aa01e63410cf7000162f2ed,"The loss of Mr. Cohn, who carried the banner for free trade and free markets in the White House, portends more populist trade and economic policies to come.",Leisure
5aa02638410cf7000162f2f9,"A chemical weapon sickened Sergei Skripal and his daughter, Yulia, heightening suspicions that Russia was responsible.",Elections
5aa02a7e47de81a90120b4ae,"The attorney general announced a suit claiming the state’s immigrant-protection laws violated federal law, while Gov. Jerry Brown struck back in his own appearance.",International
5aa0305b47de81a90120b4d2,"Lawyers for the accused man, Saifullah Khan, worked relentlessly to discredit the complainant’s account, sowing what a juror called “sufficient doubt.”",Entertainment
5aa031e947de81a90120b4de,The administration is expected to formally announce tariffs on Thursday despite pushback from Republican lawmakers and as officials began signaling carve-outs for certain countries.,Culture/Education
5aa038ad47de81a90120b507,"Opioids are no better than over-the-counter pain relievers for relief of arthritic back, hip or knee pain.",Gun Crimes
5aa04c5147de81a90120b569,"A species of pitcher plant found in Singapore isn’t very good at dissolving the prey it catches, but it gets nutritional help from worm larvae that live and eat within its maws.",International
5aa04e6747de81a90120b571,His resignation is a warning to all Republicans.,Art
5aa0545d47de81a90120b592,"A statewide walkout has ended in West Virginia, but may mobilize other teachers to take action for better pay.",Politics
5aa0577447de81a90120b5ac,How much of a difference can young people make in addressing the problems our society faces? What makes their voices uniquely powerful?,Leisure
5aa0590e47de81a90120b5b4,Omega-3s and probiotics during pregnancy and breast-feeding may reduce risk for food allergies and eczema in early childhood.,Gun Crimes
5aa05cb147de81a90120b5cd,"Mr. Nunberg, who was one of the first people to take the idea of a Trump campaign seriously, would be in a position to tell the special counsel about the Trump campaign’s origins.",Social Media
5aa066c447de81a90120b609,"This week, the actor tells the story of a father who resolves to let his son face his own battles.",Art
5aa06ef447de81a90120b63a,A friendly face in a confusing neighborhood.,Elections
5aa07818410cf7000162f340,The order was obtained last week to keep the woman quiet about an affair she is alleged to have had with President Trump.,NYC
5aa07926410cf7000162f342,"Experts say the conversations most likely do not constitute witness tampering, but they show how the president has ignored advice to avoid the appearance of interfering.",Elections
5aa0798147de81a90120b658,"A new column in the Styles section revisits features from five, 10 and even 20 years ago to measure cultural progress — or lack thereof.",International
5aa07bdc47de81a90120b660,"A 15-year-old stood up to the Parkland gunman, yet the president won’t stand up to the N.R.A.",NYC
5aa07de647de81a90120b665,"Ship collisions and entanglements with fishing gear now endanger these whales, once the prey of hunters.",NYC
5aa081d947de81a90120b67d,"The House plans to vote next week on legislation to beef up security at the nation’s schools, but Democrats accused Republicans of diverting attention from guns.",Culture/Education
5aa08f6c47de81a90120b6ac,"As aides head for the doors in record numbers, President Trump increasingly relies on his own judgment, in effect operating a presidency of one.",Politics
5aa0992947de81a90120b6c8,Mr. Xi basked in applause at the opening of China’s parliament. But his plan to end presidential term limits showed his mastery of back-room politics.,Culture/Education
5aa0a3b647de81a90120b6de,"Bruce Norris’s latest play, an Colonial picaresque, reminds us that in cynical times, a swig of misanthropy can raise the spirits.",Politics
5aa0a4a3410cf7000162f364,Photographers captured the nor’easter in its early stages — before it had a chance to make a mess.,International
5aa0a735410cf7000162f367,Jim Quinlan drawls us a puzzle.,Entertainment
5aa0bc4e47de81a90120b715,"An ailing Gianni Versace gives his sister, Donatella, a larger role, as Andrew Cunanan pursues wealthy gay patrons in San Diego.",Social Issues
5aa0bfd747de81a90120b717,"The European Central Bank made a subtle but important change in a statement, taking a step toward exiting crisis mode in its monetary policy.",Politics
5aa0c35f47de81a90120b71e,"He became well known in America in less than a month. After his figure-skating Olympic bronze, what’s next? We grilled him about where he’s going.",Elections
5aa0c9c747de81a90120b742,It all began when I stumbled upon a reference to the woman who introduced tennis to America — and found she had not received a Times obit.,Leisure
5aa0ea0547de81a90120b7b5,Unsubscribing from unwanted physical mail is almost as easy as unsubscribing from email spam.,International
5aa0ed8647de81a90120b7c1,What story could this image tell?,Social Issues
5aa0ed8b47de81a90120b7c2,"The Trump administration has been aggressive, but so far it has followed the rules of the game.",International
5aa0fb96410cf7000162f3a3,Is the computer mind any easier to understand than the human one?,International
5aa0fb9e47de81a90120b7ef,"A retrospective of Lola Flash’s 32-year career is at the Pen and Brush Gallery in Manhattan, showcasing work that delves into questions of identity, race and gender.",NYC
5aa109a7410cf7000162f3ad,Elizabeth Hinton writes that “education is a civil right that improves society and increases civic engagement.” Do you agree?,Art
5aa109af47de81a90120b819,An increasingly loud drumbeat of transit advocates have demanded the city’s troubled bus system be tackled with the same enthusiasm as the subway.,Culture/Education
5aa109b0410cf7000162f3ae,"The New Zealand city is laid-back and outdoorsy, but its sophistication shines in its expanding art scene, thriving fashion industry and a new generation of chefs embracing native ingredients. ",Entertainment
5aa109b747de81a90120b824,"The dire existence of young athletes in Madison, Ind.: “You just can’t believe this is all happening in one small community.”",Leisure
5aa111c847de81a90120b844,Eleven countries signed a slimmed-down version of the Trans-Pacific Partnership as they try to counter Washington’s new protectionism.,Gun Crimes
5aa1143647de81a90120b853,Trump promised again and again to hire the “best people.” That didn’t happen.,Entertainment
